No.Inscripción,comentarios,Nombre,TIPO,LOCALIDAD,DIRECCIÓN,UPZ,TELEFONO,FECHA-DE- INSCRIPCION
513,,JARDÍN INFANTIL MI PEQUEÑA CASITA,JSDIS,RAFAEL URIBE URIBE,DG 48 Q SUR 5 Z 20,DIANA TURBAY,5678928 - 7608070,2/03/2007514,,JARDÍN INFANTIL MI REFUGIO,JSDIS,CIUDAD BOLÍVAR,KR 74 G 60 A 10 SUR,"ISMAEL PERDOMO",4552337 - 7786626,2/03/2007
514,,JARDÍN INFANTIL MI REFUGIO,JSDIS,CIUDAD BOLÍVAR,KR 74 G 60 A 10 SUR,"ISMAEL PERDOMO",4552337 - 7786626,2/03/2007516,,JARDÍN INFANTIL GUACAMAYAS (MI PEQUEÑO PARAISO),JSDIS,SAN CRISTÓBAL,CL 37 A SUR 3 A 84,LA GLORIA,2075591,2/03/2007
516,,JARDÍN INFANTIL GUACAMAYAS (MI PEQUEÑO PARAISO),JSDIS,SAN CRISTÓBAL,CL 37 A SUR 3 A 84,LA GLORIA,2075591,2/03/2007517,,JARDÍN INFANTIL SAN JORGE,JSDIS,RAFAEL URIBE URIBE,DG 45 B BIS SUR 13 F 36,"MARCO FIDEL SUÁREZ",2794804 - 2050742,2/03/2007
517,,JARDÍN INFANTIL SAN JORGE,JSDIS,RAFAEL URIBE URIBE,DG 45 B BIS SUR 13 F 36,"MARCO FIDEL SUÁREZ",2794804 - 2050742,2/03/2007519,,JARDÍN INFANTIL EL REFUGIO,JSDIS,"RAFAEL URIBE
519,,JARDÍN INFANTIL EL REFUGIO,JSDIS,"RAFAEL URIBEURIBE",CL 48 P BIS C SUR 5 10,DIANA TURBAY,5992227,2/03/2007520,,JARDÍN INFANTIL SATELITE RESURRECCION,JSDIS,RAFAEL URIBE URIBE,TV 12 G 33 35 SUR,SAN JOSÉ,2723801 - 3143158078,2/03/2007
520,,JARDÍN INFANTIL SATELITE RESURRECCION,JSDIS,RAFAEL URIBE URIBE,TV 12 G 33 35 SUR,SAN JOSÉ,2723801 - 3143158078,2/03/2007523,,JARDÍN INFANTIL MI TALLER CREATIVO,JSDIS,"RAFAEL URIBE
523,,JARDÍN INFANTIL MI TALLER CREATIVO,JSDIS,"RAFAEL URIBEURIBE",TV 1 B ESTE 49 B 20 SUR,DIANA TURBAY,7713150,2/03/2007524,,JARDÍN INFANTIL ESTRELLAS DEL MAÑANA,JSDIS,CIUDAD BOLÍVAR,"KR 19 78 D 05 SUR IN 1 (KR 18 R 77
524,,JARDÍN INFANTIL ESTRELLAS DEL MAÑANA,JSDIS,CIUDAD BOLÍVAR,"KR 19 78 D 05 SUR IN 1 (KR 18 R 77A 25 SUR)",LUCERO,7928996 - 7900546,2/03/2007525,,JARDÍN INFANTIL SOCORRO SUR,JSDIS,RAFAEL URIBE URIBE,KR 13 B 50 A 24 SUR,MARRUECOS,7367260 - 2056292,2/03/2007
525,,JARDÍN INFANTIL SOCORRO SUR,JSDIS,RAFAEL URIBE URIBE,KR 13 B 50 A 24 SUR,MARRUECOS,7367260 - 2056292,2/03/2007526,,JARDÍN INFANTIL REPUBLICA DE CANADA - PEQUEÑOS ARTISTAS,JSDIS,SAN CRISTÓBAL,TV 12 B ESTE 55 A 98 SUR,"LOS
526,,JARDÍN INFANTIL REPUBLICA DE CANADA - PEQUEÑOS ARTISTAS,JSDIS,SAN CRISTÓBAL,TV 12 B ESTE 55 A 98 SUR,"LOSLIBERTADORES",3716887 - 3671313,2/03/2007527,,JARDÍN INFANTIL MI PEQUEÑO HOGAR,JSDIS,RAFAEL URIBE URIBE,CL 49 BIS SUR 5 D 59,DIANA TURBAY,4552317,2/03/2007
527,,JARDÍN INFANTIL MI PEQUEÑO HOGAR,JSDIS,RAFAEL URIBE URIBE,CL 49 BIS SUR 5 D 59,DIANA TURBAY,4552317,2/03/2007529,,JARDÍN INFANTIL NUESTRA ESPERANZA COMPARTIR,JSDIS,CIUDAD BOLÍVAR,KR 18 T 65 A 27 SUR,"SAN
529,,JARDÍN INFANTIL NUESTRA ESPERANZA COMPARTIR,JSDIS,CIUDAD BOLÍVAR,KR 18 T 65 A 27 SUR INTERIOR 2,"SANFRANCISCO",7316515,2/03/2007530,,JARDÍN INFANTIL ARBORIZADORA ALTA,JSDIS,CIUDAD BOLÍVAR,CL 70 SUR 35 04,"SAN
530,,JARDÍN INFANTIL ARBORIZADORA ALTA,JSDIS,CIUDAD BOLÍVAR,CL 70 SUR 35 04,"SANFRANCISCO",4555642,2/03/2007531,,JARDÍN INFANTIL RAFAEL BARBERI CUALLA,JSDIS,TUNJUELITO,KR 36 50 B 35 SUR,VENECIA,2305932 - 7103553,2/03/2007
531,,JARDÍN INFANTIL RAFAEL BARBERI CUALLA,JSDIS,TUNJUELITO,KR 36 50 B 35 SUR,VENECIA,2305932 - 7103553,2/03/2007532,,JARDÍN INFANTIL CASTILLO DE SUEÑOS,JSDIS,"RAFAEL URIBE
532,,JARDÍN INFANTIL CASTILLO DE SUEÑOS,JSDIS,"RAFAEL URIBEURIBE",CL 50 C SUR 11 B 22,MARRUECOS,"7692712 - 7606829 -7594836",2/03/2007533,,JARDÍN INFANTIL JUAN REY,JSDIS,SAN CRISTÓBAL,CL 71 SUR 13 B 22 ESTE,"LOS
533,,JARDÍN INFANTIL JUAN REY,JSDIS,SAN CRISTÓBAL,CL 71 SUR 13 B 22 ESTE,"LOSLIBERTADORES",7626651 - 3653199,2/03/2007534,,JARDÍN INFANTIL ARBORIZADORA BAJA,JSDIS,CIUDAD BOLÍVAR,CL 59 B 43 17 SUR,ARBORIZADORA,7927275,2/03/2007
534,,JARDÍN INFANTIL ARBORIZADORA BAJA,JSDIS,CIUDAD BOLÍVAR,CL 59 B 43 17 SUR,ARBORIZADORA,7927275,2/03/2007535,,JARDÍN INFANTIL J.J. RONDON NIÑO JESÚS,JSDIS,CIUDAD BOLÍVAR,"KR 22 68 C 05 SUR
535,,JARDÍN INFANTIL J.J. RONDON NIÑO JESÚS,JSDIS,CIUDAD BOLÍVAR,"KR 22 68 C 05 SUR - KR 19 D 66 46SUR","SANFRANCISCO",7315686,2/03/2007536,,JARDÍN INFANTIL SAN FRANCISCO,JSDIS,CIUDAD BOLÍVAR,KR 20 A 67 27 SUR,SAN FRANCISCO,4558635,2/03/2007
536,,JARDÍN INFANTIL SAN FRANCISCO,JSDIS,CIUDAD BOLÍVAR,KR 20 A 67 27 SUR,SAN FRANCISCO,4558635,2/03/2007538,,JARDÍN INFANTIL M BELTRAN MIS PEQUEÑAS TRAVESURAS,JSDIS,CIUDAD BOLÍVAR,KR 46 69 D 20 SUR,JERUSALEM,7927295,2/03/2007
538,,JARDÍN INFANTIL M BELTRAN MIS PEQUEÑAS TRAVESURAS,JSDIS,CIUDAD BOLÍVAR,KR 46 69 D 20 SUR,JERUSALEM,7927295,2/03/2007539,,JARDÍN INFANTIL SAN BENITO,JSDIS,TUNJUELITO,CL 58 SUR 19 B 37,TUNJUELITO,7690972,2/03/2007
539,,JARDÍN INFANTIL SAN BENITO,JSDIS,TUNJUELITO,CL 58 SUR 19 B 37,TUNJUELITO,7690972,2/03/2007540,,JARDÍN INFANTIL LA PENINSULA,JSDIS,SAN CRISTÓBAL,CL 47 SUR 1 03,"LOS
540,,JARDÍN INFANTIL LA PENINSULA,JSDIS,SAN CRISTÓBAL,CL 47 SUR 1 03,"LOSLIBERTADORES",2071903,2/03/2007541,,JARDÍN INFANTIL ARABIA,JSDIS,CIUDAD BOLÍVAR,DG 82 SUR 18 I 35,EL TESORO,7911971,2/03/2007
541,,JARDÍN INFANTIL ARABIA,JSDIS,CIUDAD BOLÍVAR,DG 82 SUR 18 I 35,EL TESORO,7911971,2/03/2007542,,JARDÍN INFANTIL LAS FERIAS,JSDIS,ENGATIVÁ,KR 69 K 73 90,LAS FERIAS,2409029  2504062,2/03/2007
542,,JARDÍN INFANTIL LAS FERIAS,JSDIS,ENGATIVÁ,KR 69 K 73 90,LAS FERIAS,2409029  2504062,2/03/2007543,,JARDÍN INFANTIL LA ESTANCIA,JSDIS,CIUDAD BOLÍVAR,KR 74 G 59 A 87 SUR,"ISMAEL
543,,JARDÍN INFANTIL LA ESTANCIA,JSDIS,CIUDAD BOLÍVAR,KR 74 G 59 A 87 SUR,"ISMAELPERDOMO",7794946,2/03/2007544,,MARAVILLAS INFANTILES NUEVA COLOMBIA,JSDIS,CIUDAD BOLÍVAR,CL 70 K 18 L 49 SUR,LUCERO,4550568,2/03/2007
544,,MARAVILLAS INFANTILES NUEVA COLOMBIA,JSDIS,CIUDAD BOLÍVAR,CL 70 K 18 L 49 SUR,LUCERO,4550568,2/03/2007545,,JARDÍN INFANTIL LA CASONA,JSDIS,CIUDAD BOLÍVAR,KR 20 C 68 B 31 SUR,SAN FRANCISCO,3087203,2/03/2007
545,,JARDÍN INFANTIL LA CASONA,JSDIS,CIUDAD BOLÍVAR,KR 20 C 68 B 31 SUR,SAN FRANCISCO,3087203,2/03/2007546,,JARDÍN INFANTIL LA GRAN COLOMBIA (POSITOS DE SUEÑOS),JSDIS,SAN CRISTÓBAL,"KR 18 BIS ESTE 9 68 SUR
546,,JARDÍN INFANTIL LA GRAN COLOMBIA (POSITOS DE SUEÑOS),JSDIS,SAN CRISTÓBAL,"KR 18 BIS ESTE 9 68 SUR (KR 22 BISESTE 9 68 SUR )",SAN BLAS,2336557,2/03/2007547,,JARDÍN INFANTIL SANTA LUCÍA,JSDIS,TUNJUELITO,CL 50 SUR 18 B 60,TUNJUELITO,7691120,2/03/2007
547,,JARDÍN INFANTIL SANTA LUCÍA,JSDIS,TUNJUELITO,CL 50 SUR 18 B 60,TUNJUELITO,7691120,2/03/2007550,,JARDÍN INFANTIL CARTAGENA DE INDIAS,JSDIS,CIUDAD BOLÍVAR,CL 70 56 04 SUR,"ISMAEL
550,,JARDÍN INFANTIL CARTAGENA DE INDIAS,JSDIS,CIUDAD BOLÍVAR,CL 70 56 04 SUR,"ISMAELPERDOMO",2643919,2/03/2007551,,JARDÍN INFANTIL VILLA DE LA PAZ,JSDIS,SAN CRISTÓBAL,CL 66 SUR 11 A 27 ESTE,"LOS
551,,JARDÍN INFANTIL VILLA DE LA PAZ,JSDIS,SAN CRISTÓBAL,CL 66 SUR 11 A 27 ESTE,"LOSLIBERTADORES",3717876,2/03/2007552,,JARDÍN INFANTIL CANDELARIA,JSDIS,CIUDAD BOLÍVAR,KR 49 C BIS A 68 B 07 SUR,JERUSALEM,7310089,2/03/2007
552,,JARDÍN INFANTIL CANDELARIA,JSDIS,CIUDAD BOLÍVAR,KR 49 C BIS A 68 B 07 SUR,JERUSALEM,7310089,2/03/2007553,,JARDÍN INFANTIL AVESOL,CC,SAN CRISTÓBAL,CL 36 I SUR 1 49 ESTE,20 DE JULIO,2063548,2/03/2007
553,,JARDÍN INFANTIL AVESOL,CC,SAN CRISTÓBAL,CL 36 I SUR 1 49 ESTE,20 DE JULIO,2063548,2/03/2007554,,JARDÍN INFANTIL BABILONIA,JSDIS,USAQUÉN,CL 164 B 14 C 49,TOBERIN,6696424 - 6728878,2/03/2007
554,,JARDÍN INFANTIL BABILONIA,JSDIS,USAQUÉN,CL 164 B 14 C 49,TOBERIN,6696424 - 6728878,2/03/2007555,,JARDÍN INFANTIL VILLA AMALIA,JSDIS,ENGATIVÁ,CL 71 C 110 B 21,GARCÉS NAVAS,4425306,2/03/2007
555,,JARDÍN INFANTIL VILLA AMALIA,JSDIS,ENGATIVÁ,CL 71 C 110 B 21,GARCÉS NAVAS,4425306,2/03/2007556,,JARDÍN INFANTIL ACACIA SUR,JSDIS,CIUDAD BOLÍVAR,KR 19 A 63 D 51 SUR,"SAN
556,,JARDÍN INFANTIL ACACIA SUR,JSDIS,CIUDAD BOLÍVAR,KR 19 A 63 D 51 SUR,"SANFRANCISCO",7921990,2/03/2007557,,JARDÍN INFANTIL ORQUIDEAS,JSDIS,USAQUÉN,CL 161 16 B 43,TOBERIN,6793191,2/03/2007
557,,JARDÍN INFANTIL ORQUIDEAS,JSDIS,USAQUÉN,CL 161 16 B 43,TOBERIN,6793191,2/03/2007558,,SAN MARTÍN DE LOBA,JSDIS,SAN CRISTÓBAL,CL 41 B SUR 1 23 ESTE,LA GLORIA,3672191,2/03/2007
558,,SAN MARTÍN DE LOBA,JSDIS,SAN CRISTÓBAL,CL 41 B SUR 1 23 ESTE,LA GLORIA,3672191,2/03/2007559,,JARDÍN INFANTIL MINUTO DE MARÍA,JSDIS,CIUDAD BOLÍVAR,KR 18 A BIS B 80 A 21 SUR,EL TESORO,7902992,2/03/2007
559,,JARDÍN INFANTIL MINUTO DE MARÍA,JSDIS,CIUDAD BOLÍVAR,KR 18 A BIS B 80 A 21 SUR,EL TESORO,7902992,2/03/2007560,,JARDÍN INFANTIL TIBABITA,JSDIS,USAQUÉN,CL 191 8 38,VERBENAL,6781097,2/03/2007
560,,JARDÍN INFANTIL TIBABITA,JSDIS,USAQUÉN,CL 191 8 38,VERBENAL,6781097,2/03/2007561,,JARDÍN INFANTIL ALEX Y NIEVES,JSDIS,SAN CRISTÓBAL,CL 58 SUR 16 19 ESTE,"LOS
561,,JARDÍN INFANTIL ALEX Y NIEVES,JSDIS,SAN CRISTÓBAL,CL 58 SUR 16 19 ESTE,"LOSLIBERTADORES",3652276,2/03/2007562,,JARDÍN INFANTIL HORIZONTE,JSDIS,USAQUÉN,KR 3 A 183 A 15,VERBENAL,7170608,2/03/2007
562,,JARDÍN INFANTIL HORIZONTE,JSDIS,USAQUÉN,KR 3 A 183 A 15,VERBENAL,7170608,2/03/2007563,,JARDÍN INFANTIL GLORIA LARA,JSDIS,SUBA,KR 94 D 131 03,EL RINCÓN,6843466,2/03/2007
563,,JARDÍN INFANTIL GLORIA LARA,JSDIS,SUBA,KR 94 D 131 03,EL RINCÓN,6843466,2/03/2007564,,JARDÍN INFANTIL DELICIAS,JSDIS,KENNEDY,CL 44 SUR 72 B 81,CARVAJAL,7411699,2/03/2007
564,,JARDÍN INFANTIL DELICIAS,JSDIS,KENNEDY,CL 44 SUR 72 B 81,CARVAJAL,7411699,2/03/2007565,,JARDÍN INFANTIL TUNJUELITO,JSDIS,TUNJUELITO,CL 58 SUR 13 01,TUNJUELITO,7690990,2/03/2007
565,,JARDÍN INFANTIL TUNJUELITO,JSDIS,TUNJUELITO,CL 58 SUR 13 01,TUNJUELITO,7690990,2/03/2007566,,JARDÍN INFANTIL LA VICTORIA,JSDIS,SAN CRISTÓBAL,DG 37 SUR 2 00 ESTE,LA GLORIA,3637407,2/03/2007
566,,JARDÍN INFANTIL LA VICTORIA,JSDIS,SAN CRISTÓBAL,DG 37 SUR 2 00 ESTE,LA GLORIA,3637407,2/03/2007567,,JARDÍN INFANTIL BARRANCAS,JSDIS,USAQUÉN,AV KR 7 155 80,LOS CEDROS,6705524 - 6728319,2/03/2007
567,,JARDÍN INFANTIL BARRANCAS,JSDIS,USAQUÉN,AV KR 7 155 80,LOS CEDROS,6705524 - 6728319,2/03/2007568,,JARDÍN INFANTIL J.S. SERVITA,JS,USAQUÉN,CL 165 7 52,"SAN CRISTÓBAL
568,,JARDÍN INFANTIL J.S. SERVITA,JS,USAQUÉN,CL 165 7 52,"SAN CRISTÓBALNORTE",6698211,2/03/2007571,,JARDÍN SOCIAL EL NOGAL,JS,USAQUÉN,KR 11 183 A 90,VERBENAL,6724183,2/03/2007
571,,JARDÍN SOCIAL EL NOGAL,JS,USAQUÉN,KR 11 183 A 90,VERBENAL,6724183,2/03/2007572,,JARDÍN INFANTIL KENNEDY SALACUNA,JSDIS,KENNEDY,CL 40 C SUR 79 10 PISO 2,"KENNEDY
572,,JARDÍN INFANTIL KENNEDY SALACUNA,JSDIS,KENNEDY,CL 40 C SUR 79 10 PISO 2,"KENNEDYCENTRAL",4511461,2/03/2007575,,JARDÍN INFANTIL GRAN COLOMBIANO,JS,KENNEDY,KR 79 F 41 56 SUR,"KENNEDY
575,,JARDÍN INFANTIL GRAN COLOMBIANO,JS,KENNEDY,KR 79 F 41 56 SUR,"KENNEDYCENTRAL",2647562,2/03/2007576,,JARDÍN INFANTIL OBRA SUIZA,JSDIS,USAQUÉN,CL 182 6 20,VERBENAL,6782079,2/03/2007
576,,JARDÍN INFANTIL OBRA SUIZA,JSDIS,USAQUÉN,CL 182 6 20,VERBENAL,6782079,2/03/2007577,,JARDÍN INFANTIL COMUNEROS,JSDIS,USME,KR 1 C 96 56 SUR,COMUNEROS,7735049,2/03/2007
577,,JARDÍN INFANTIL COMUNEROS,JSDIS,USME,KR 1 C 96 56 SUR,COMUNEROS,7735049,2/03/2007578,,JARDÍN SOCIAL ALAMEDA,JS,SANTA FE,KR 13 20 95,LAS NIEVES,2832791 - 2863299,2/03/2007
578,,JARDÍN SOCIAL ALAMEDA,JS,SANTA FE,KR 13 20 95,LAS NIEVES,2832791 - 2863299,2/03/2007579,,JARDÍN INFANTIL LUISA DE MARILLAC,JSDIS,KENNEDY,CL 38 A SUR 86 F 15,PATIO BONITO,4511613 - 2995891,2/03/2007
579,,JARDÍN INFANTIL LUISA DE MARILLAC,JSDIS,KENNEDY,CL 38 A SUR 86 F 15,PATIO BONITO,4511613 - 2995891,2/03/2007580,,JARDÍN INFANTIL VERBENAL,JSDIS,USAQUÉN,KR 18 A 187 75,VERBENAL,6780889,2/03/2007
580,,JARDÍN INFANTIL VERBENAL,JSDIS,USAQUÉN,KR 18 A 187 75,VERBENAL,6780889,2/03/2007582,,JARDÍN INFANTIL MONTEBLANCO,JSDIS,USME,CL 95 SUR 14 C 46,COMUNEROS,2006085,2/03/2007
582,,JARDÍN INFANTIL MONTEBLANCO,JSDIS,USME,CL 95 SUR 14 C 46,COMUNEROS,2006085,2/03/2007586,,JARDÍN INFANTIL BUENAVISTA,JSDIS,USAQUÉN,CL 190 4 C 63,VERBENAL,2643517,2/03/2007
586,,JARDÍN INFANTIL BUENAVISTA,JSDIS,USAQUÉN,CL 190 4 C 63,VERBENAL,2643517,2/03/2007587,,JARDÍN INFANTIL PIO XII,JSDIS,KENNEDY,KR 79 D 6 15,CASTILLA,2928965 - 4110619,2/03/2007
587,,JARDÍN INFANTIL PIO XII,JSDIS,KENNEDY,KR 79 D 6 15,CASTILLA,2928965 - 4110619,2/03/2007588,,JARDÍN INFANTIL JUAN XXIII,JSDIS,CHAPINERO,CL 65 B 01 19,PARDO RUBIO,3103689 - 4110619,2/03/2007
588,,JARDÍN INFANTIL JUAN XXIII,JSDIS,CHAPINERO,CL 65 B 01 19,PARDO RUBIO,3103689 - 4110619,2/03/2007591,,JARDÍN SOCIAL LA PAZ,JS,CHAPINERO,CL 49 03 40 ESTE,PARDO RUBIO,3381662,2/03/2007
591,,JARDÍN SOCIAL LA PAZ,JS,CHAPINERO,CL 49 03 40 ESTE,PARDO RUBIO,3381662,2/03/2007592,,JARDÍN INFANTIL EL ROSARIO,JSDIS,BARRIOS UNIDOS,CL 63 B BIS 35 A 49,"SAN
592,,JARDÍN INFANTIL EL ROSARIO,JSDIS,BARRIOS UNIDOS,CL 63 B BIS 35 A 49,"SANFRANCISCO",3150258,2/03/2007593,,JARDÍN INFANTIL RAFAEL POMBO,JSDIS,FONTIBÓN,KR 97 A 19 11,FONTIBÓN,"3114736717 -
593,,JARDÍN INFANTIL RAFAEL POMBO,JSDIS,FONTIBÓN,KR 97 A 19 11,FONTIBÓN,"3114736717 -3215350848",2/03/2007594,,JARDÍN INFANTIL SAN LUIS,JSDIS,CHAPINERO,"CL 97 06 46 ESTE 
594,,JARDÍN INFANTIL SAN LUIS,JSDIS,CHAPINERO,"CL 97 06 46 ESTE KILOMETRO 5 VIALA CALERA","SAN ISIDRIO-PATIOS",6485513,2/03/2007595,,JARDÍN INFANTIL SAN CRISTOBAL SDIS,JS,SAN CRISTÓBAL,CL 17 A SUR 3 D 30 ESTE,SOSIEGO,2463513,2/03/2007
595,,JARDÍN INFANTIL SAN CRISTOBAL SDIS,JS,SAN CRISTÓBAL,CL 17 A SUR 3 D 30 ESTE,SOSIEGO,2463513,2/03/2007596,,JARDÍN INFANTIL HELVETIA,JSDIS,SUBA,CL 129 55 05,NIZA,"2,539,466",2/03/2007
596,,JARDÍN INFANTIL HELVETIA,JSDIS,SUBA,CL 129 55 05,NIZA,"2,539,466",2/03/2007597,,JARDÍN INFANTIL LA GIRALDA,JSDIS,FONTIBÓN,CL 23 104 B 15,FONTIBÓN,4183734,2/03/2007
597,,JARDÍN INFANTIL LA GIRALDA,JSDIS,FONTIBÓN,CL 23 104 B 15,FONTIBÓN,4183734,2/03/2007598,,JARDÍN INFANTIL LAS CRUCES,JSDIS,SANTA FE,CL 1 C 5 A 30,LAS CRUCES,2892199,2/03/2007
598,,JARDÍN INFANTIL LAS CRUCES,JSDIS,SANTA FE,CL 1 C 5 A 30,LAS CRUCES,2892199,2/03/2007601,,JARDÍN INFANTIL LA INMACULADA,JSDIS,BARRIOS UNIDOS,CL 73 51 27,"DOCE DE
601,,JARDÍN INFANTIL LA INMACULADA,JSDIS,BARRIOS UNIDOS,CL 73 51 27,"DOCE DEOCTUBRE",6607065,2/03/2007602,,JARDÍN INFANTIL ARGELIA,JSDIS,KENNEDY,CL 39 B SUR 72 G 62,CARVAJAL,7291910,2/03/2007
602,,JARDÍN INFANTIL ARGELIA,JSDIS,KENNEDY,CL 39 B SUR 72 G 62,CARVAJAL,7291910,2/03/2007603,,JARDÍN INFANTIL BELLAVISTA,JSDIS,ENGATIVÁ,KR 68 G 67 A 10,LAS FERIAS,6603012 - 6606288,2/03/2007
603,,JARDÍN INFANTIL BELLAVISTA,JSDIS,ENGATIVÁ,KR 68 G 67 A 10,LAS FERIAS,6603012 - 6606288,2/03/2007604,,JARDÍN INFANTIL LOS LACHES,JSDIS,SANTA FE,DG 4 B 6 A 11 ESTE,LOURDES,2803197,2/03/2007
604,,JARDÍN INFANTIL LOS LACHES,JSDIS,SANTA FE,DG 4 B 6 A 11 ESTE,LOURDES,2803197,2/03/2007605,,JARDÍN INFANTIL RIONEGRO,JSDIS,BARRIOS UNIDOS,CL 99 60 46,LOS ANDES,6227392,2/03/2007
605,,JARDÍN INFANTIL RIONEGRO,JSDIS,BARRIOS UNIDOS,CL 99 60 46,LOS ANDES,6227392,2/03/2007606,,JARDÍN INFANTIL LA MANUELITA,JSDIS,SUBA,AK 91 129 A 10,EL RINCÓN,6 813400 - 6512900,2/03/2007
606,,JARDÍN INFANTIL LA MANUELITA,JSDIS,SUBA,AK 91 129 A 10,EL RINCÓN,6 813400 - 6512900,2/03/2007627,,JARDÍN INFANTIL LA PERSEVERANCIA,JSDIS,SANTA FE,KR 1 33 00,"SAGRADO
627,,JARDÍN INFANTIL LA PERSEVERANCIA,JSDIS,SANTA FE,KR 1 33 00,"SAGRADOCORAZÓN",2884991,5/03/2007628,,CASA DE PENSAMIENTO INTERCULTURAL SHIMYAC,JSDIS,SANTA FE,CL 1 C 13 41,LAS CRUCES,"23,317,692,466,644",5/03/2007
628,,CASA DE PENSAMIENTO INTERCULTURAL SHIMYAC,JSDIS,SANTA FE,CL 1 C 13 41,LAS CRUCES,"23,317,692,466,644",5/03/2007629,,JARDÍN INFANTIL SUBA,JSDIS,SUBA,CL 146 C BIS 91 42,EL RINCÓN,6815458,5/03/2007
629,,JARDÍN INFANTIL SUBA,JSDIS,SUBA,CL 146 C BIS 91 42,EL RINCÓN,6815458,5/03/2007630,,JARDÍN INFANTIL ATANASIO GIRARDOT,JSDIS,SANTA FE,KR 1 A ESTE 1 F 06,LOURDES,2331336 - 2332958,5/03/2007
630,,JARDÍN INFANTIL ATANASIO GIRARDOT,JSDIS,SANTA FE,KR 1 A ESTE 1 F 06,LOURDES,2331336 - 2332958,5/03/2007631,,JARDÍN INFANTIL BELLO HORIZONTE,JSDIS,SAN CRISTÓBAL,CL 32 A SUR 3 A 91 ESTE,20 DE JULIO,3671950,5/03/2007
631,,JARDÍN INFANTIL BELLO HORIZONTE,JSDIS,SAN CRISTÓBAL,CL 32 A SUR 3 A 91 ESTE,20 DE JULIO,3671950,5/03/2007632,,JARDÍN INFANTIL EL QUINDIO,JSDIS,SAN CRISTÓBAL,KR 16 A ESTE 46 C 20 SUR,LA GLORIA,2654243,5/03/2007
632,,JARDÍN INFANTIL EL QUINDIO,JSDIS,SAN CRISTÓBAL,KR 16 A ESTE 46 C 20 SUR,LA GLORIA,2654243,5/03/2007633,,JARDÍN INFANTIL SANTANDER,JSDIS,ANTONIO NARIÑO,KR 29 B 26 10 SUR,RESTREPO,7272504,5/03/2007
633,,JARDÍN INFANTIL SANTANDER,JSDIS,ANTONIO NARIÑO,KR 29 B 26 10 SUR,RESTREPO,7272504,5/03/2007634,,JARDÍN INFANTIL LAURELES,JSDIS,BOSA,CL 73 SUR 81 B 10,BOSA CENTRAL,7761827,5/03/2007
634,,JARDÍN INFANTIL LAURELES,JSDIS,BOSA,CL 73 SUR 81 B 10,BOSA CENTRAL,7761827,5/03/2007635,,JARDÍN INFANTIL SAN PABLO DE CALAMO,JS,BOSA,KR 78 A 65 J BIS 05 SUR,BOSA CENTRAL,7191382,5/03/2007
635,,JARDÍN INFANTIL SAN PABLO DE CALAMO,JS,BOSA,KR 78 A 65 J BIS 05 SUR,BOSA CENTRAL,7191382,5/03/2007636,,JARDÍN INFANTIL CIUDAD DE BOGOTA,JSDIS,KENNEDY,AK 80 43 43 SUR,GRAN BRITALIA,3083169 - 4549160,5/03/2007
636,,JARDÍN INFANTIL CIUDAD DE BOGOTA,JSDIS,KENNEDY,AK 80 43 43 SUR,GRAN BRITALIA,3083169 - 4549160,5/03/2007637,,JARDÍN INFANTIL ENGATIVA,JSDIS,ENGATIVÁ,CL 66 B 122 03,ENGATIVA,2275874,5/03/2007
637,,JARDÍN INFANTIL ENGATIVA,JSDIS,ENGATIVÁ,CL 66 B 122 03,ENGATIVA,2275874,5/03/2007638,,JARDÍN INFANTIL GARCES NAVAS,JSDIS,ENGATIVÁ,CL 78 A 109 A 50,GARCÉS NAVAS,2274419-2279419,5/03/2007
638,,JARDÍN INFANTIL GARCES NAVAS,JSDIS,ENGATIVÁ,CL 78 A 109 A 50,GARCÉS NAVAS,2274419-2279419,5/03/2007641,,JARDÍN INFANTIL RESTREPO,JSDIS,ANTONIO NARIÑO,KR 24 B 15 32 SUR,RESTREPO,5609048,5/03/2007
641,,JARDÍN INFANTIL RESTREPO,JSDIS,ANTONIO NARIÑO,KR 24 B 15 32 SUR,RESTREPO,5609048,5/03/2007643,,JARDÍN INFANTIL BOCHICA,JSDIS,PUENTE ARANDA,CL 1 A BIS 35 20,CIUDAD MONTES,3511184 - 3603712,5/03/2007
643,,JARDÍN INFANTIL BOCHICA,JSDIS,PUENTE ARANDA,CL 1 A BIS 35 20,CIUDAD MONTES,3511184 - 3603712,5/03/2007644,,JARDÍN INFANTIL CALIXTO TORRES,JSDIS,PUENTE ARANDA,KR 65 4 17,SAN RAFAEL,4143469 - 2603602,5/03/2007
644,,JARDÍN INFANTIL CALIXTO TORRES,JSDIS,PUENTE ARANDA,KR 65 4 17,SAN RAFAEL,4143469 - 2603602,5/03/2007645,,JARDÍN INFANTIL SERRANIAS,JSDIS,USME,"DG 96 SUR 2 A 67 ESTE (DG 96 C
645,,JARDÍN INFANTIL SERRANIAS,JSDIS,USME,"DG 96 SUR 2 A 67 ESTE (DG 96 CSUR 7 67 )",COMUNEROS,7615198,5/03/2007646,,JARDÍN INFANTIL PUERTA AL LLANO,JSDIS,USME,CL 107 SUR 7 D 14 ESTE,ALFONSO LÓPEZ,7682679,5/03/2007
